candidat_id,filiere_code,parcours_id,score_compatibilite,est_admissible,est_recommandee
STD_2026_0032,ESIIA,P3,63.24,Non,Non
STD_2026_0032,IGGLIA,P3,84.22,Oui,Non
STD_2026_0032,IMTICIA,P3,80.29,Oui,Non
STD_2026_0032,ISAIA,P3,80.02,Oui,Non
STD_2026_0032,TEE,P4,82.18,Oui,Non
STD_2026_0032,TEH,P4,73.24,Sous condition,Non
STD_2026_0032,CAA,P5,81.77,Oui,Non
STD_2026_0032,DTJA,P5,71.36,Sous condition,Non
STD_2026_0032,EMP,P5,74.23,Sous condition,Non
STD_2026_0032,FIC,P5,73.77,Sous condition,Non
STD_2026_0033,AEE,P1,80.58,Oui,Non
STD_2026_0033,IAA,P1,78.84,Oui,Oui
STD_2026_0033,PIP,P1,84.54,Oui,Non
STD_2026_0033,EMII,P2,84.15,Oui,Non
STD_2026_0033,GCA,P2,81.15,Oui,Non
STD_2026_0033,ICMP,P2,90.27,Oui,Non
STD_2026_0033,ESIIA,P3,83.19,Oui,Non
STD_2026_0033,IGGLIA,P3,75.19,Oui,Non
STD_2026_0033,IMTICIA,P3,77.95,Oui,Non
STD_2026_0033,ISAIA,P3,80.25,Oui,Non
STD_2026_0033,TEE,P4,75.61,Oui,Non
STD_2026_0033,TEH,P4,46.58,Non,Non
STD_2026_0033,CAA,P5,77.9,Oui,Non
STD_2026_0033,DTJA,P5,44.23,Non,Non
STD_2026_0033,EMP,P5,71.9,Sous condition,Non
STD_2026_0033,FIC,P5,81.19,Oui,Non
STD_2026_0034,AEE,P1,58.54,Non,Non
STD_2026_0034,IAA,P1,56.66,Non,Non
STD_2026_0034,PIP,P1,53.79,Non,Oui
STD_2026_0034,EMII,P2,60.02,Non,Non
STD_2026_0034,GCA,P2,47.82,Non,Non
STD_2026_0034,ICMP,P2,44.29,Non,Non
STD_2026_0034,ESIIA,P3,55.01,Non,Non
STD_2026_0034,IGGLIA,P3,80.16,Oui,Non
STD_2026_0034,IMTICIA,P3,76.71,Oui,Non
STD_2026_0034,ISAIA,P3,79.2,Oui,Non
STD_2026_0034,TEE,P4,80.19,Oui,Non
STD_2026_0034,TEH,P4,83.13,Oui,Non
STD_2026_0034,CAA,P5,75.34,Oui,Non
STD_2026_0034,DTJA,P5,77.59,Oui,Non
STD_2026_0034,EMP,P5,77.51,Oui,Non
STD_2026_0034,FIC,P5,83.41,Oui,Non
STD_2026_0035,AEE,P1,61.01,Non,Non
STD_2026_0035,IAA,P1,83.41,Oui,Non
STD_2026_0035,PIP,P1,57.28,Non,Non
STD_2026_0035,EMII,P2,86.02,Oui,Oui
STD_2026_0035,GCA,P2,85.68,Oui,Non
STD_2026_0035,ICMP,P2,88.09,Oui,Non
STD_2026_0035,ESIIA,P3,82.53,Oui,Non
STD_2026_0035,IGGLIA,P3,85.12,Oui,Non
STD_2026_0035,IMTICIA,P3,89.15,Oui,Non
STD_2026_0035,ISAIA,P3,60.04,Non,Non
STD_2026_0035,TEE,P4,60.97,Non,Non
STD_2026_0035,TEH,P4,58.44,Non,Non
STD_2026_0035,CAA,P5,60.61,Non,Non
STD_2026_0035,DTJA,P5,47.03,Non,Non
STD_2026_0035,EMP,P5,54.72,Non,Non
STD_2026_0035,FIC,P5,61.35,Non,Non
STD_2026_0036,AEE,P1,72.31,Sous condition,Non
STD_2026_0036,IAA,P1,48.7,Non,Non
STD_2026_0036,PIP,P1,53.1,Non,Non
STD_2026_0036,EMII,P2,44.79,Non,Non
STD_2026_0036,GCA,P2,46.36,Non,Oui
STD_2026_0036,ICMP,P2,41.56,Non,Non
STD_2026_0036,ESIIA,P3,50.26,Non,Non
STD_2026_0036,IGGLIA,P3,77.45,Oui,Non
STD_2026_0036,IMTICIA,P3,74.72,Sous condition,Non
STD_2026_0036,ISAIA,P3,54.39,Non,Non
STD_2026_0036,TEE,P4,73.44,Sous condition,Non
STD_2026_0036,TEH,P4,76.76,Oui,Non
STD_2026_0036,CAA,P5,76.01,Oui,Non
STD_2026_0036,DTJA,P5,80.26,Oui,Non
STD_2026_0036,EMP,P5,80.05,Oui,Non
STD_2026_0036,FIC,P5,54.08,Non,Non
STD_2026_0037,AEE,P1,78.25,Oui,Non
STD_2026_0037,IAA,P1,55.25,Non,Non
STD_2026_0037,PIP,P1,56.64,Non,Non
STD_2026_0037,EMII,P2,46.62,Non,Non
STD_2026_0037,GCA,P2,49.43,Non,Non
STD_2026_0037,ICMP,P2,53.7,Non,Oui
STD_2026_0037,ESIIA,P3,52.86,Non,Non
STD_2026_0037,IGGLIA,P3,80.17,Oui,Non
STD_2026_0037,IMTICIA,P3,81.61,Oui,Non
STD_2026_0037,ISAIA,P3,56.53,Non,Non
STD_2026_0037,TEE,P4,79.15,Oui,Non
STD_2026_0037,TEH,P4,70.36,Sous condition,Non
STD_2026_0037,CAA,P5,80.11,Oui,Non
STD_2026_0037,DTJA,P5,81.06,Oui,Non
STD_2026_0037,EMP,P5,77.63,Oui,Non
STD_2026_0037,FIC,P5,56.45,Non,Non
STD_2026_0038,AEE,P1,74.83,Sous condition,Non
STD_2026_0038,IAA,P1,49.01,Non,Non
STD_2026_0038,PIP,P1,47.74,Non,Non
STD_2026_0038,EMII,P2,45.89,Non,Non
STD_2026_0038,GCA,P2,35.84,Non,Non
STD_2026_0038,ICMP,P2,38.49,Non,Non
STD_2026_0038,ESIIA,P3,42.46,Non,Oui
STD_2026_0038,IGGLIA,P3,78.07,Oui,Non
STD_2026_0038,IMTICIA,P3,78.47,Oui,Non
STD_2026_0038,ISAIA,P3,57.08,Non,Non
STD_2026_0038,TEE,P4,80.69,Oui,Non
STD_2026_0038,TEH,P4,80.68,Oui,Non
STD_2026_0038,CAA,P5,74.33,Sous condition,Non
STD_2026_0038,DTJA,P5,81.86,Oui,Non
STD_2026_0038,EMP,P5,81.53,Oui,Non
STD_2026_0038,FIC,P5,50.61,Non,Non
STD_2026_0039,AEE,P1,53.95,Non,Non
STD_2026_0039,IAA,P1,56.09,Non,Non
STD_2026_0039,PIP,P1,50.1,Non,Non
STD_2026_0039,EMII,P2,45.13,Non,Non
STD_2026_0039,GCA,P2,47.5,Non,Non
STD_2026_0039,ICMP,P2,39.93,Non,Non
STD_2026_0039,ESIIA,P3,50.2,Non,Non
STD_2026_0039,IGGLIA,P3,53.23,Non,Oui
STD_2026_0039,IMTICIA,P3,76.01,Oui,Non
STD_2026_0039,ISAIA,P3,52.88,Non,Non
STD_2026_0039,TEE,P4,84.01,Oui,Non
STD_2026_0039,TEH,P4,88.38,Oui,Non
STD_2026_0039,CAA,P5,77.82,Oui,Non
STD_2026_0039,DTJA,P5,81.64,Oui,Non
STD_2026_0039,EMP,P5,59.47,Non,Non
STD_2026_0039,FIC,P5,51.96,Non,Non
STD_2026_0040,AEE,P1,80.43,Oui,Non
STD_2026_0040,IAA,P1,82.88,Oui,Non
STD_2026_0040,PIP,P1,85.8,Oui,Non
STD_2026_0040,EMII,P2,83.85,Oui,Non
STD_2026_0040,GCA,P2,77.38,Oui,Non
STD_2026_0040,ICMP,P2,85.8,Oui,Non
STD_2026_0040,ESIIA,P3,84.32,Oui,Non
STD_2026_0040,IGGLIA,P3,77.23,Oui,Non
STD_2026_0040,IMTICIA,P3,80.17,Oui,Oui
STD_2026_0040,ISAIA,P3,84.55,Oui,Non
STD_2026_0040,TEE,P4,51.65,Non,Non
STD_2026_0040,TEH,P4,47.47,Non,Non
STD_2026_0040,CAA,P5,82.9,Oui,Non
STD_2026_0040,DTJA,P5,44.44,Non,Non
STD_2026_0040,EMP,P5,74.39,Sous condition,Non
STD_2026_0040,FIC,P5,80.65,Oui,Non
STD_2026_0041,AEE,P1,78.83,Oui,Non
STD_2026_0041,IAA,P1,84.83,Oui,Non
STD_2026_0041,PIP,P1,88.31,Oui,Non
STD_2026_0041,EMII,P2,84.46,Oui,Non
STD_2026_0041,GCA,P2,80.79,Oui,Non
STD_2026_0041,ICMP,P2,86.69,Oui,Non
STD_2026_0041,ESIIA,P3,61.3,Non,Non
STD_2026_0041,IGGLIA,P3,82.78,Oui,Non
STD_2026_0041,IMTICIA,P3,78.31,Oui,Non
STD_2026_0041,ISAIA,P3,85.63,Oui,Oui
STD_2026_0041,TEE,P4,78.4,Oui,Non
STD_2026_0041,TEH,P4,73.09,Sous condition,Non
STD_2026_0041,CAA,P5,87.24,Oui,Non
STD_2026_0041,DTJA,P5,80.13,Oui,Non
STD_2026_0041,EMP,P5,82.72,Oui,Non
STD_2026_0041,FIC,P5,86.14,Oui,Non
STD_2026_0042,AEE,P1,74.41,Sous condition,Non
STD_2026_0042,IAA,P1,77.58,Oui,Non
STD_2026_0042,PIP,P1,82.82,Oui,Non
STD_2026_0042,EMII,P2,84.8,Oui,Non
STD_2026_0042,GCA,P2,88.34,Oui,Non
STD_2026_0042,ICMP,P2,83.88,Oui,Non
STD_2026_0042,ESIIA,P3,89.61,Oui,Non
STD_2026_0042,IGGLIA,P3,82.44,Oui,Non
STD_2026_0042,IMTICIA,P3,78.48,Oui,Non
STD_2026_0042,ISAIA,P3,82.92,Oui,Non
STD_2026_0042,TEE,P4,71.37,Sous condition,Oui
STD_2026_0042,TEH,P4,55.4,Non,Non
STD_2026_0042,CAA,P5,79.61,Oui,Non
STD_2026_0042,DTJA,P5,55.86,Non,Non
STD_2026_0042,EMP,P5,82.46,Oui,Non
STD_2026_0042,FIC,P5,75.97,Oui,Non
STD_2026_0043,AEE,P1,53.95,Non,Non
STD_2026_0043,IAA,P1,54.27,Non,Non
STD_2026_0043,PIP,P1,51.14,Non,Non
STD_2026_0043,EMII,P2,55.73,Non,Non
STD_2026_0043,GCA,P2,60.63,Non,Non
STD_2026_0043,ICMP,P2,66.53,Non,Non
STD_2026_0043,ESIIA,P3,54.92,Non,Non
STD_2026_0043,IGGLIA,P3,79.42,Oui,Non
STD_2026_0043,IMTICIA,P3,77.38,Oui,Non
STD_2026_0043,ISAIA,P3,75.31,Oui,Non
STD_2026_0043,TEE,P4,72.33,Sous condition,Non
STD_2026_0043,TEH,P4,71.7,Sous condition,Oui
STD_2026_0043,CAA,P5,80.33,Oui,Non
STD_2026_0043,DTJA,P5,76.5,Oui,Non
STD_2026_0043,EMP,P5,72.89,Sous condition,Non
STD_2026_0043,FIC,P5,72.97,Sous condition,Non
STD_2026_0044,AEE,P1,64.6,Non,Non
STD_2026_0044,IAA,P1,95.79,Oui,Non
STD_2026_0044,PIP,P1,63.78,Non,Non
STD_2026_0044,EMII,P2,85.82,Oui,Non
STD_2026_0044,GCA,P2,81.41,Oui,Non
STD_2026_0044,ICMP,P2,88.56,Oui,Non
STD_2026_0044,ESIIA,P3,84.92,Oui,Non
STD_2026_0044,IGGLIA,P3,85.72,Oui,Non
STD_2026_0044,IMTICIA,P3,88.78,Oui,Non
STD_2026_0044,ISAIA,P3,63.03,Non,Non
STD_2026_0044,TEE,P4,63.4,Non,Non
STD_2026_0044,TEH,P4,61.84,Non,Non
STD_2026_0044,CAA,P5,59.38,Non,Oui
STD_2026_0044,DTJA,P5,61.32,Non,Non
STD_2026_0044,EMP,P5,60.14,Non,Non
STD_2026_0044,FIC,P5,63.12,Non,Non
STD_2026_0045,AEE,P1,68.56,Sous condition,Non
STD_2026_0045,IAA,P1,54.49,Non,Non
STD_2026_0045,PIP,P1,53.19,Non,Non
STD_2026_0045,EMII,P2,43.51,Non,Non
STD_2026_0045,GCA,P2,50.89,Non,Non
STD_2026_0045,ICMP,P2,46.1,Non,Non
STD_2026_0045,ESIIA,P3,45.59,Non,Non
STD_2026_0045,IGGLIA,P3,76.27,Oui,Non
STD_2026_0045,IMTICIA,P3,75.55,Oui,Non
STD_2026_0045,ISAIA,P3,56.26,Non,Non
STD_2026_0045,TEE,P4,74.23,Sous condition,Non
STD_2026_0045,TEH,P4,80.0,Oui,Non
STD_2026_0045,CAA,P5,78.38,Oui,Non
STD_2026_0045,DTJA,P5,80.66,Oui,Oui
STD_2026_0045,EMP,P5,74.16,Sous condition,Non
STD_2026_0045,FIC,P5,51.82,Non,Non
STD_2026_0046,AEE,P1,71.22,Sous condition,Non
STD_2026_0046,IAA,P1,46.74,Non,Non
STD_2026_0046,PIP,P1,43.06,Non,Non
STD_2026_0046,EMII,P2,48.37,Non,Non
STD_2026_0046,GCA,P2,42.31,Non,Non
STD_2026_0046,ICMP,P2,40.34,Non,Non
STD_2026_0046,ESIIA,P3,45.27,Non,Non
STD_2026_0046,IGGLIA,P3,76.95,Oui,Non
STD_2026_0046,IMTICIA,P3,71.95,Sous condition,Non
STD_2026_0046,ISAIA,P3,42.61,Non,Non
STD_2026_0046,TEE,P4,78.2,Oui,Non
STD_2026_0046,TEH,P4,79.68,Oui,Non
STD_2026_0046,CAA,P5,69.89,Sous condition,Non
STD_2026_0046,DTJA,P5,83.29,Oui,Non
STD_2026_0046,EMP,P5,71.13,Sous condition,Oui
STD_2026_0046,FIC,P5,45.45,Non,Non
STD_2026_0047,AEE,P1,76.43,Oui,Non
STD_2026_0047,IAA,P1,47.87,Non,Non
STD_2026_0047,PIP,P1,51.12,Non,Non
STD_2026_0047,EMII,P2,45.67,Non,Non
STD_2026_0047,GCA,P2,51.21,Non,Non
STD_2026_0047,ICMP,P2,44.34,Non,Non
STD_2026_0047,ESIIA,P3,39.9,Non,Non
STD_2026_0047,IGGLIA,P3,75.9,Oui,Non
STD_2026_0047,IMTICIA,P3,73.79,Sous condition,Non
STD_2026_0047,ISAIA,P3,48.91,Non,Non
STD_2026_0047,TEE,P4,71.09,Sous condition,Non
STD_2026_0047,TEH,P4,78.31,Oui,Non
STD_2026_0047,CAA,P5,70.07,Sous condition,Non
STD_2026_0047,DTJA,P5,83.19,Oui,Non
STD_2026_0047,EMP,P5,74.98,Sous condition,Non
STD_2026_0047,FIC,P5,49.37,Non,Oui
STD_2026_0048,AEE,P1,57.5,Non,Oui
STD_2026_0048,IAA,P1,51.26,Non,Non
STD_2026_0048,PIP,P1,52.46,Non,Non
STD_2026_0048,EMII,P2,49.94,Non,Non
STD_2026_0048,GCA,P2,46.85,Non,Non
STD_2026_0048,ICMP,P2,38.15,Non,Non
STD_2026_0048,ESIIA,P3,41.92,Non,Non
STD_2026_0048,IGGLIA,P3,55.72,Non,Non
STD_2026_0048,IMTICIA,P3,85.78,Oui,Non
STD_2026_0048,ISAIA,P3,56.39,Non,Non
STD_2026_0048,TEE,P4,89.8,Oui,Non
STD_2026_0048,TEH,P4,83.21,Oui,Non
STD_2026_0048,CAA,P5,78.68,Oui,Non
STD_2026_0048,DTJA,P5,74.91,Sous condition,Non
STD_2026_0048,EMP,P5,48.1,Non,Non
STD_2026_0048,FIC,P5,48.1,Non,Non
STD_2026_0049,AEE,P1,68.0,Sous condition,Non
STD_2026_0049,IAA,P1,67.79,Sous condition,Oui
STD_2026_0049,PIP,P1,71.8,Sous condition,Non
STD_2026_0049,EMII,P2,74.06,Sous condition,Non
STD_2026_0049,GCA,P2,73.69,Sous condition,Non
STD_2026_0049,ICMP,P2,80.42,Oui,Non
STD_2026_0049,ESIIA,P3,71.6,Sous condition,Non
STD_2026_0049,IGGLIA,P3,64.43,Sous condition,Non
STD_2026_0049,IMTICIA,P3,66.56,Sous condition,Non
STD_2026_0049,ISAIA,P3,69.79,Sous condition,Non
STD_2026_0049,TEE,P4,44.65,Non,Non
STD_2026_0049,TEH,P4,36.34,Non,Non
STD_2026_0049,CAA,P5,70.12,Sous condition,Non
STD_2026_0049,DTJA,P5,43.64,Non,Non
STD_2026_0049,EMP,P5,72.0,Sous condition,Non
STD_2026_0049,FIC,P5,72.37,Sous condition,Non
STD_2026_0050,AEE,P1,72.45,Sous condition,Non
STD_2026_0050,IAA,P1,71.95,Sous condition,Non
STD_2026_0050,PIP,P1,68.82,Sous condition,Oui
STD_2026_0050,EMII,P2,75.51,Oui,Non
STD_2026_0050,GCA,P2,76.83,Oui,Non
STD_2026_0050,ICMP,P2,71.44,Sous condition,Non
STD_2026_0050,ESIIA,P3,52.33,Non,Non
STD_2026_0050,IGGLIA,P3,67.6,Sous condition,Non
STD_2026_0050,IMTICIA,P3,65.61,Sous condition,Non
STD_2026_0050,ISAIA,P3,64.68,Sous condition,Non
STD_2026_0050,TEE,P4,70.17,Sous condition,Non
STD_2026_0050,TEH,P4,71.66,Sous condition,Non
STD_2026_0050,CAA,P5,66.21,Sous condition,Non
STD_2026_0050,DTJA,P5,65.19,Sous condition,Non
STD_2026_0050,EMP,P5,72.31,Sous condition,Non
STD_2026_0050,FIC,P5,61.34,Sous condition,Non
STD_2026_0051,AEE,P1,87.05,Oui,Non
STD_2026_0051,IAA,P1,82.26,Oui,Non
STD_2026_0051,PIP,P1,86.87,Oui,Non
STD_2026_0051,EMII,P2,83.88,Oui,Oui
STD_2026_0051,GCA,P2,82.53,Oui,Non
STD_2026_0051,ICMP,P2,94.84,Oui,Non
STD_2026_0051,ESIIA,P3,82.73,Oui,Non
STD_2026_0051,IGGLIA,P3,84.87,Oui,Non
STD_2026_0051,IMTICIA,P3,86.13,Oui,Non
STD_2026_0051,ISAIA,P3,84.97,Oui,Non
STD_2026_0051,TEE,P4,81.24,Oui,Non
STD_2026_0051,TEH,P4,53.92,Non,Non
STD_2026_0051,CAA,P5,78.39,Oui,Non
STD_2026_0051,DTJA,P5,56.84,Non,Non
STD_2026_0051,EMP,P5,84.87,Oui,Non
STD_2026_0051,FIC,P5,85.97,Oui,Non
STD_2026_0052,AEE,P1,52.77,Non,Non
STD_2026_0052,IAA,P1,54.12,Non,Non
STD_2026_0052,PIP,P1,56.59,Non,Non
STD_2026_0052,EMII,P2,66.32,Non,Non
STD_2026_0052,GCA,P2,57.04,Non,Oui
STD_2026_0052,ICMP,P2,58.31,Non,Non
STD_2026_0052,ESIIA,P3,64.71,Non,Non
STD_2026_0052,IGGLIA,P3,81.24,Oui,Non
STD_2026_0052,IMTICIA,P3,79.88,Oui,Non
STD_2026_0052,ISAIA,P3,82.21,Oui,Non
STD_2026_0052,TEE,P4,82.04,Oui,Non
STD_2026_0052,TEH,P4,76.99,Oui,Non
STD_2026_0052,CAA,P5,79.82,Oui,Non
STD_2026_0052,DTJA,P5,78.58,Oui,Non
STD_2026_0052,EMP,P5,81.62,Oui,Non
STD_2026_0052,FIC,P5,77.47,Oui,Non
STD_2026_0053,AEE,P1,59.26,Non,Non
STD_2026_0053,IAA,P1,87.8,Oui,Non
STD_2026_0053,PIP,P1,61.24,Non,Non
STD_2026_0053,EMII,P2,79.45,Oui,Non
STD_2026_0053,GCA,P2,78.01,Oui,Non
STD_2026_0053,ICMP,P2,74.56,Sous condition,Oui
STD_2026_0053,ESIIA,P3,77.55,Oui,Non
STD_2026_0053,IGGLIA,P3,79.01,Oui,Non
STD_2026_0053,IMTICIA,P3,83.44,Oui,Non
STD_2026_0053,ISAIA,P3,59.37,Non,Non
STD_2026_0053,TEE,P4,61.63,Non,Non
STD_2026_0053,TEH,P4,65.56,Non,Non
STD_2026_0053,CAA,P5,52.43,Non,Non
STD_2026_0053,DTJA,P5,55.71,Non,Non
STD_2026_0053,EMP,P5,58.06,Non,Non
STD_2026_0053,FIC,P5,54.86,Non,Non
STD_2026_0054,AEE,P1,73.28,Sous condition,Non
STD_2026_0054,IAA,P1,48.64,Non,Non
STD_2026_0054,PIP,P1,46.64,Non,Non
STD_2026_0054,EMII,P2,30.7,Non,Non
STD_2026_0054,GCA,P2,39.78,Non,Non
STD_2026_0054,ICMP,P2,43.4,Non,Non
STD_2026_0054,ESIIA,P3,33.83,Non,Oui
STD_2026_0054,IGGLIA,P3,63.81,Sous condition,Non
STD_2026_0054,IMTICIA,P3,64.36,Sous condition,Non
STD_2026_0054,ISAIA,P3,38.06,Non,Non
STD_2026_0054,TEE,P4,69.43,Sous condition,Non
STD_2026_0054,TEH,P4,76.04,Oui,Non
STD_2026_0054,CAA,P5,65.42,Sous condition,Non
STD_2026_0054,DTJA,P5,73.47,Sous condition,Non
STD_2026_0054,EMP,P5,68.48,Sous condition,Non
STD_2026_0054,FIC,P5,51.41,Non,Non
STD_2026_0055,AEE,P1,68.76,Sous condition,Non
STD_2026_0055,IAA,P1,53.7,Non,Non
STD_2026_0055,PIP,P1,42.87,Non,Non
STD_2026_0055,EMII,P2,49.16,Non,Non
STD_2026_0055,GCA,P2,46.9,Non,Non
STD_2026_0055,ICMP,P2,46.33,Non,Non
STD_2026_0055,ESIIA,P3,52.99,Non,Non
STD_2026_0055,IGGLIA,P3,72.47,Sous condition,Oui
STD_2026_0055,IMTICIA,P3,77.83,Oui,Non
STD_2026_0055,ISAIA,P3,54.25,Non,Non
STD_2026_0055,TEE,P4,83.99,Oui,Non
STD_2026_0055,TEH,P4,84.89,Oui,Non
STD_2026_0055,CAA,P5,72.61,Sous condition,Non
STD_2026_0055,DTJA,P5,76.71,Oui,Non
STD_2026_0055,EMP,P5,79.48,Oui,Non
STD_2026_0055,FIC,P5,48.77,Non,Non
STD_2026_0056,AEE,P1,72.19,Sous condition,Non
STD_2026_0056,IAA,P1,49.32,Non,Non
STD_2026_0056,PIP,P1,56.71,Non,Non
STD_2026_0056,EMII,P2,50.12,Non,Non
STD_2026_0056,GCA,P2,48.0,Non,Non
STD_2026_0056,ICMP,P2,48.39,Non,Non
STD_2026_0056,ESIIA,P3,49.86,Non,Non
STD_2026_0056,IGGLIA,P3,83.04,Oui,Non
STD_2026_0056,IMTICIA,P3,80.51,Oui,Oui
STD_2026_0056,ISAIA,P3,54.41,Non,Non
STD_2026_0056,TEE,P4,79.45,Oui,Non
STD_2026_0056,TEH,P4,88.21,Oui,Non
STD_2026_0056,CAA,P5,76.88,Oui,Non
STD_2026_0056,DTJA,P5,75.27,Oui,Non
STD_2026_0056,EMP,P5,73.52,Sous condition,Non
STD_2026_0056,FIC,P5,51.41,Non,Non
STD_2026_0057,AEE,P1,51.29,Non,Non
STD_2026_0057,IAA,P1,49.83,Non,Non
STD_2026_0057,PIP,P1,46.34,Non,Non
STD_2026_0057,EMII,P2,44.36,Non,Non
STD_2026_0057,GCA,P2,43.49,Non,Non
STD_2026_0057,ICMP,P2,36.65,Non,Non
STD_2026_0057,ESIIA,P3,37.64,Non,Non
STD_2026_0057,IGGLIA,P3,53.06,Non,Non
STD_2026_0057,IMTICIA,P3,76.45,Oui,Non
STD_2026_0057,ISAIA,P3,53.49,Non,Oui
STD_2026_0057,TEE,P4,78.03,Oui,Non
STD_2026_0057,TEH,P4,80.29,Oui,Non
STD_2026_0057,CAA,P5,75.41,Oui,Non
STD_2026_0057,DTJA,P5,82.75,Oui,Non
STD_2026_0057,EMP,P5,53.88,Non,Non
STD_2026_0057,FIC,P5,55.9,Non,Non
STD_2026_0058,AEE,P1,82.88,Oui,Non
STD_2026_0058,IAA,P1,80.01,Oui,Non
STD_2026_0058,PIP,P1,77.98,Oui,Non
STD_2026_0058,EMII,P2,84.21,Oui,Non
STD_2026_0058,GCA,P2,88.73,Oui,Non
STD_2026_0058,ICMP,P2,81.67,Oui,Non
STD_2026_0058,ESIIA,P3,87.32,Oui,Non
STD_2026_0058,IGGLIA,P3,77.46,Oui,Non
STD_2026_0058,IMTICIA,P3,76.92,Oui,Non
STD_2026_0058,ISAIA,P3,75.04,Oui,Non
STD_2026_0058,TEE,P4,60.64,Non,Oui
STD_2026_0058,TEH,P4,52.03,Non,Non
STD_2026_0058,CAA,P5,80.14,Oui,Non
STD_2026_0058,DTJA,P5,54.31,Non,Non
STD_2026_0058,EMP,P5,73.99,Sous condition,Non
STD_2026_0058,FIC,P5,77.39,Oui,Non
STD_2026_0059,AEE,P1,86.34,Oui,Non
STD_2026_0059,IAA,P1,86.92,Oui,Non
STD_2026_0059,PIP,P1,88.94,Oui,Non
STD_2026_0059,EMII,P2,88.15,Oui,Non
STD_2026_0059,GCA,P2,89.31,Oui,Non
STD_2026_0059,ICMP,P2,84.56,Oui,Non
STD_2026_0059,ESIIA,P3,62.31,Non,Non
STD_2026_0059,IGGLIA,P3,73.36,Sous condition,Non
STD_2026_0059,IMTICIA,P3,76.39,Oui,Non
STD_2026_0059,ISAIA,P3,78.24,Oui,Non
STD_2026_0059,TEE,P4,77.42,Oui,Non
STD_2026_0059,TEH,P4,77.13,Oui,Oui
STD_2026_0059,CAA,P5,71.57,Sous condition,Non
STD_2026_0059,DTJA,P5,70.53,Sous condition,Non
STD_2026_0059,EMP,P5,73.07,Sous condition,Non
STD_2026_0059,FIC,P5,74.68,Sous condition,Non
STD_2026_0060,AEE,P1,79.65,Oui,Non
STD_2026_0060,IAA,P1,81.9,Oui,Non
STD_2026_0060,PIP,P1,73.45,Sous condition,Non
STD_2026_0060,EMII,P2,83.34,Oui,Non
STD_2026_0060,GCA,P2,82.76,Oui,Non
STD_2026_0060,ICMP,P2,88.75,Oui,Non
STD_2026_0060,ESIIA,P3,83.86,Oui,Non
STD_2026_0060,IGGLIA,P3,71.02,Sous condition,Non
STD_2026_0060,IMTICIA,P3,75.55,Oui,Non
STD_2026_0060,ISAIA,P3,76.13,Oui,Non
STD_2026_0060,TEE,P4,74.59,Sous condition,Non
STD_2026_0060,TEH,P4,41.31,Non,Non
STD_2026_0060,CAA,P5,78.65,Oui,Oui
STD_2026_0060,DTJA,P5,36.77,Non,Non
STD_2026_0060,EMP,P5,72.83,Sous condition,Non
STD_2026_0060,FIC,P5,81.34,Oui,Non
STD_2026_0061,AEE,P1,57.93,Non,Non
STD_2026_0061,IAA,P1,57.14,Non,Non
STD_2026_0061,PIP,P1,62.54,Non,Non
STD_2026_0061,EMII,P2,55.03,Non,Non
STD_2026_0061,GCA,P2,60.7,Non,Non
STD_2026_0061,ICMP,P2,67.45,Non,Non
STD_2026_0061,ESIIA,P3,60.28,Non,Non
STD_2026_0061,IGGLIA,P3,79.67,Oui,Non
STD_2026_0061,IMTICIA,P3,84.67,Oui,Non
STD_2026_0061,ISAIA,P3,79.84,Oui,Non
STD_2026_0061,TEE,P4,76.65,Oui,Non
STD_2026_0061,TEH,P4,75.84,Oui,Non
STD_2026_0061,CAA,P5,83.17,Oui,Non
STD_2026_0061,DTJA,P5,76.84,Oui,Oui
STD_2026_0061,EMP,P5,83.18,Oui,Non
STD_2026_0061,FIC,P5,89.03,Oui,Non
STD_2026_0062,AEE,P1,48.57,Non,Non
STD_2026_0062,IAA,P1,75.55,Oui,Non
STD_2026_0062,PIP,P1,54.35,Non,Non
STD_2026_0062,EMII,P2,84.16,Oui,Non
STD_2026_0062,GCA,P2,75.46,Oui,Non
STD_2026_0062,ICMP,P2,73.33,Sous condition,Non
STD_2026_0062,ESIIA,P3,88.89,Oui,Non
STD_2026_0062,IGGLIA,P3,77.52,Oui,Non
STD_2026_0062,IMTICIA,P3,81.24,Oui,Non
STD_2026_0062,ISAIA,P3,46.85,Non,Non
STD_2026_0062,TEE,P4,51.92,Non,Non
STD_2026_0062,TEH,P4,51.27,Non,Non
STD_2026_0062,CAA,P5,50.37,Non,Non
STD_2026_0062,DTJA,P5,48.27,Non,Non
STD_2026_0062,EMP,P5,51.21,Non,Oui
STD_2026_0062,FIC,P5,43.75,Non,Non
STD_2026_0063,AEE,P1,71.76,Sous condition,Non
STD_2026_0063,IAA,P1,49.54,Non,Non
STD_2026_0063,PIP,P1,54.02,Non,Non
STD_2026_0063,EMII,P2,40.05,Non,Non
STD_2026_0063,GCA,P2,48.39,Non,Non
STD_2026_0063,ICMP,P2,40.19,Non,Non
STD_2026_0063,ESIIA,P3,45.26,Non,Non
STD_2026_0063,IGGLIA,P3,75.7,Oui,Non
STD_2026_0063,IMTICIA,P3,74.76,Sous condition,Non
STD_2026_0063,ISAIA,P3,51.07,Non,Non
STD_2026_0063,TEE,P4,78.74,Oui,Non
STD_2026_0063,TEH,P4,81.95,Oui,Non
